"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
747050,"2024-04-26",2,"2024-04-26T23:56:32.712Z","2024-04-26T23:56:38.843Z",TRUE,"pitch","17dded26-78ef-4ec5-b264-4066e97a4e53",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.63,1.72,NA,127.34,158.6,"popup","medium","4",152.22,139.71,NA,NA,NA,NA,NA,NA,NA,NA,"25","atBat","Pop Out","field_out","Brent Rooker pops out to second baseman Jordan Westburg.",0,1,1,25,"top",4,"2024-04-26T23:55:34.356Z","2024-04-26T23:56:38.843Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669203,"Corbin Burnes","/api/v1/people/669203","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.3,84,5,2,0.4112,6.3767,27.6922,-24.8191,3.3291,4.0904,-0.2714,2.9697,0.8647,-133.0363,-3.3051,-1.0329,50.0024,6.0207,5.9861,13.2,6,24,2891,146,60.9,46,167,NA,NA,NA,TRUE,-25.7,7,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",1,"2024-04-26T23:56:14.796Z","2024-04-26T23:56:17.869Z",TRUE,"pitch","366f9b0d-6a86-4a32-a8fc-097c598a6881",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.63,1.72,NA,88.47,205.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","atBat","Pop Out","field_out","Brent Rooker pops out to second baseman Jordan Westburg.",0,1,1,25,"top",4,"2024-04-26T23:55:34.356Z","2024-04-26T23:56:38.843Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669203,"Corbin Burnes","/api/v1/people/669203","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.8,82.9,14,0.87,0.4187,6.5285,26.6904,-24.8805,2.6906,4.2053,0.7485,1.2327,3.3871,-130.6657,-7.2135,-0.9126,50.0041,5.8898,4.6676,10.8,6,24,2877,154,NA,NA,NA,NA,NA,NA,FALSE,-27.6,6.2,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",0,"2024-04-26T23:55:57.873Z","2024-04-26T23:56:00.873Z",TRUE,"pitch","5a8ff120-b771-4d3f-9731-12313ca1bc17",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.63,1.72,NA,105.58,160.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","atBat","Pop Out","field_out","Brent Rooker pops out to second baseman Jordan Westburg.",0,1,1,25,"top",4,"2024-04-26T23:55:34.356Z","2024-04-26T23:56:38.843Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669203,"Corbin Burnes","/api/v1/people/669203","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.7,86.6,6,0.91,0.3975,6.4476,30.9545,-13.0137,1.6512,9.965,0.2995,2.8959,2.8837,-137.8655,-5.9237,-0.975,50.0048,5.9526,3.175,14.4,3.6,24,2688,194,NA,NA,NA,NA,NA,NA,FALSE,-13.6,17,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",2,"2024-04-26T23:53:38.341Z","2024-04-26T23:53:45.695Z",TRUE,"pitch","46ce17b5-141b-4159-aed8-25b4f31e43f5",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.39,1.6,NA,118.56,178.2,"line_drive","medium","8",129.35,193.04,NA,NA,NA,NA,NA,NA,NA,NA,"24","atBat","Lineout","field_out","Anthony Santander lines out to center fielder JJ Bleday.",0,1,1,24,"bottom",3,"2024-04-26T23:53:17.106Z","2024-04-26T23:53:45.695Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,623993,"Anthony Santander","/api/v1/people/623993","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.2,75,5,0.89,0.4601,6.0187,25.7139,-30.2008,3.0804,1.3805,-0.041,2.2437,1.3761,-119.6116,-4.3654,-1.0262,50.0035,6.8378,4.4088,8.4,8.4,24,2273,121,96.3,21,354,NA,NA,NA,TRUE,-39.2,1.6,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",1,"2024-04-26T23:53:19.492Z","2024-04-26T23:53:23.135Z",TRUE,"pitch","8f91955e-9619-49be-8f45-ce13779ce8de",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4677,1.6461,NA,163.23,155.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","atBat","Lineout","field_out","Anthony Santander lines out to center fielder JJ Bleday.",0,1,1,24,"bottom",3,"2024-04-26T23:53:17.106Z","2024-04-26T23:53:45.695Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,623993,"Anthony Santander","/api/v1/people/623993","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.2,81.8,11,0.9,0.4195,6.0656,30.931,-20.2504,-8.3946,6.9281,-1.2128,3.0763,2.6063,-131.1813,-5.1738,-1.1359,50.0063,6.6099,-14.453,32.4,6,24,2080,210,NA,NA,NA,NA,NA,NA,FALSE,-22.6,11.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",0,"2024-04-26T23:52:30.952Z","2024-04-26T23:53:19.492Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"24","atBat","Lineout","field_out","Anthony Santander lines out to center fielder JJ Bleday.",0,1,1,24,"bottom",3,"2024-04-26T23:53:17.106Z","2024-04-26T23:53:45.695Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,623993,"Anthony Santander","/api/v1/people/623993","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",2,"2024-04-26T23:51:59.407Z","2024-04-26T23:52:10.400Z",TRUE,"pitch","e39cafea-ef46-4b62-a002-5f5673ddddb5",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,2,NA,NA,3.49,1.64,NA,128.62,188.16,"ground_ball","medium","8",135.13,125.25,NA,NA,NA,NA,NA,NA,NA,NA,"23","atBat","Single","single","Ryan O'Hearn singles on a ground ball to center fielder JJ Bleday. Gunnar Henderson scores. Adley Rutschman to 3rd.",1,1,1,23,"bottom",3,"2024-04-26T23:50:52.487Z","2024-04-26T23:52:10.400Z",TRUE,TRUE,FALSE,FALSE,70,1,1,2,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,83,7,0.91,0.4135,6.1543,32.8669,-19.3331,-9.8502,7.2517,-0.3048,1.875,5.324,-133.2613,-8.1831,-1.0657,50.0009,6.4215,-17.4334,37.2,6,24,2105,214,99.4,-1,39,NA,NA,NA,FALSE,-21.7,11.3,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA,668939,"Adley Rutschman","/api/v1/people/668939",NA,NA,NA,NA
747050,"2024-04-26",1,"2024-04-26T23:51:40.955Z","2024-04-26T23:51:45.133Z",TRUE,"pitch","3324ad7b-32b0-4f11-8358-523c878682aa",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6169,1.6601,NA,154.6,162.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","atBat","Single","single","Ryan O'Hearn singles on a ground ball to center fielder JJ Bleday. Gunnar Henderson scores. Adley Rutschman to 3rd.",1,1,1,23,"bottom",3,"2024-04-26T23:50:52.487Z","2024-04-26T23:52:10.400Z",TRUE,TRUE,FALSE,FALSE,70,1,1,2,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,83.5,11,0.92,0.4102,6.0415,32.1446,-11.3269,-2.6799,11.5752,-0.9865,2.8104,1.012,-134.1274,-7.8253,-1.0231,50.0012,6.5956,-4.8258,19.2,3.6,24,2213,206,NA,NA,NA,NA,NA,NA,FALSE,-13.2,19.2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",0,"2024-04-26T23:51:21.808Z","2024-04-26T23:51:24.808Z",TRUE,"pitch","1f8e18f7-4352-43f8-9808-7705e628e186",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.49,1.64,NA,151.18,179.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","atBat","Single","single","Ryan O'Hearn singles on a ground ball to center fielder JJ Bleday. Gunnar Henderson scores. Adley Rutschman to 3rd.",1,1,1,23,"bottom",3,"2024-04-26T23:50:52.487Z","2024-04-26T23:52:10.400Z",TRUE,TRUE,FALSE,FALSE,70,1,1,2,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.5,74.3,13,0.91,0.4636,5.9774,24.7703,-21.5402,-6.0313,7.5428,-0.8966,2.204,2.1472,-118.5908,-5.9636,-1.0353,50.0043,6.7429,-8.5066,19.2,7.2,24,1621,223,NA,NA,NA,NA,NA,NA,FALSE,-29.2,12.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",5,"2024-04-26T23:50:31.657Z","2024-04-26T23:50:41.171Z",TRUE,"pitch","86a247ef-c401-4176-81f8-8c816e04e72c",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.42,1.63,NA,128.53,199.88,"fly_ball","medium","7",89.33,129.53,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Single","single","Adley Rutschman singles on a fly ball to left fielder Esteury Ruiz. Gunnar Henderson to 2nd.",0,1,0,22,"bottom",3,"2024-04-26T23:48:41.965Z","2024-04-26T23:50:41.171Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,78.9,13,0.9,0.44,5.9629,25.9518,-29.7802,0.7747,1.5286,-0.3024,1.4406,1.5957,-124.6659,-6.9298,-1.0524,50.0046,6.7269,1.2147,2.4,8.4,24,2352,153,82,23,236,NA,NA,NA,FALSE,-36,1.3,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668939,"Adley Rutschman","/api/v1/people/668939",683002,"Gunnar Henderson","/api/v1/people/683002",NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",4,"2024-04-26T23:50:11.362Z","2024-04-26T23:50:14.362Z",TRUE,"pitch","100b757a-ccd2-4839-8835-b689be2b8a88",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.6796,1.7495,NA,168.82,122.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Single","single","Adley Rutschman singles on a fly ball to left fielder Esteury Ruiz. Gunnar Henderson to 2nd.",0,1,0,22,"bottom",3,"2024-04-26T23:48:41.965Z","2024-04-26T23:50:41.171Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.2,11,0.89,0.4085,6.0084,29.2572,-15.715,-1.2703,9.0403,-1.3595,4.2968,0.1086,-134.1345,-3.4811,-1.2356,50.0025,6.7333,-2.3125,8.4,3.6,24,2088,208,NA,NA,NA,NA,NA,NA,FALSE,-16.4,15.8,2.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",1,"2024-04-26T23:49:25.378Z","2024-04-26T23:49:28.761Z",TRUE,"pitch","a986353b-202a-4ba2-972c-6f894e8432ba",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.6389,1.7085,NA,142.62,146.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Single","single","Adley Rutschman singles on a fly ball to left fielder Esteury Ruiz. Gunnar Henderson to 2nd.",0,1,0,22,"bottom",3,"2024-04-26T23:48:41.965Z","2024-04-26T23:50:41.171Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83.6,1,0.92,0.4109,6.0479,29.8627,-11.2088,-2.0592,11.66,-0.6721,3.4019,1.8096,-133.5172,-6.2814,-1.0924,50.0017,6.5985,-3.7023,14.4,2.4,24,2134,208,NA,NA,NA,NA,NA,NA,FALSE,-12.7,19.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",0,"2024-04-26T23:49:04.534Z","2024-04-26T23:49:08.412Z",TRUE,"pitch","5e1d1104-9b39-4abd-8724-ee20d57f00d4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5716,1.7705,NA,137.25,155.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Single","single","Adley Rutschman singles on a fly ball to left fielder Esteury Ruiz. Gunnar Henderson to 2nd.",0,1,0,22,"bottom",3,"2024-04-26T23:48:41.965Z","2024-04-26T23:50:41.171Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,82.5,1,0.91,0.4174,6.0861,28.2835,-18.4589,-8.6674,7.8663,-0.5312,3.1008,4.5404,-131.3281,-5.41,-1.1581,50.0029,6.5642,-15.1124,36,6,24,2016,216,NA,NA,NA,NA,NA,NA,FALSE,-20.4,13.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",2,"2024-04-26T23:49:41.406Z","2024-04-26T23:49:52.683Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,668939,"/api/v1/people/668939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"22","atBat","Single","single","Adley Rutschman singles on a fly ball to left fielder Esteury Ruiz. Gunnar Henderson to 2nd.",0,1,0,22,"bottom",3,"2024-04-26T23:48:41.965Z","2024-04-26T23:50:41.171Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",3,"2024-04-26T23:49:52.683Z","2024-04-26T23:49:55.782Z",FALSE,"pickoff","e7a39c54-3ad6-41c5-9e51-2acede42117e",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","atBat","Single","single","Adley Rutschman singles on a fly ball to left fielder Esteury Ruiz. Gunnar Henderson to 2nd.",0,1,0,22,"bottom",3,"2024-04-26T23:48:41.965Z","2024-04-26T23:50:41.171Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747050,"2024-04-26",1,"2024-04-26T23:48:23.611Z","2024-04-26T23:48:30.617Z",TRUE,"pitch","d6504426-9e16-4b14-9f5a-f8ec289e30a9",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.73,1.75,NA,85.19,145.87,"ground_ball","medium","5",115.14,159.78,NA,NA,NA,NA,NA,NA,NA,NA,"21","atBat","Forceout","force_out","Gunnar Henderson grounds into a force out, third baseman Abraham Toro to second baseman Max Schuemann. Colton Cowser out at 2nd. Gunnar Henderson to 1st.",0,1,0,21,"bottom",3,"2024-04-26T23:47:46.119Z","2024-04-26T23:48:30.617Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",548389,"Ross Stripling","/api/v1/people/548389","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Oakland Athletics","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,82.8,12,0.92,0.4153,6.113,29.4703,-13.9571,-2.089,10.3509,0.8345,3.4412,5.3471,-132.1523,-5.6455,-0.9481,50.0025,6.6391,-3.6769,9.6,3.6,24,2133,203,60.5,-13,14,NA,NA,NA,TRUE,-15.6,17.6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,683002,"Gunnar Henderson","/api/v1/people/683002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
